id,year,genres
1141,1995,Drama
1142,1996,Drama
1143,1996,Comedy
1144,1996,Documentary
1145,1996,Documentary
1146,1995,Comedy|Drama
1147,1996,Documentary
1148,1993,Animation|Comedy
1149,1994,Documentary|Drama
1150,1982,Drama
1151,1994,Animation|Comedy|Thriller
1152,1948,Crime|Film-Noir|Thriller
1153,1948,Film-Noir
1154,1947,Film-Noir
1155,1986,Drama
1156,1942,Drama
1157,1946,Drama
1158,1935,Comedy
1159,1935,Romance
1160,1934,Comedy
1161,1979,Drama
1162,1972,Comedy
1163,1994,Drama
1164,1966,Drama
1165,1996,Drama|Thriller
1166,1995,Comedy
1167,1996,Comedy
1168,1996,Horror
1169,1990,Documentary
1170,1995,Action
1171,1992,Comedy
1172,1988,Comedy|Drama|Romance
1173,1989,Drama
1174,1994,Comedy
1175,1991,Comedy|Sci-Fi
1176,1991,Drama
1177,1991,Drama
1178,1957,Drama|War
1179,1990,Crime|Drama|Film-Noir
1180,1991,Comedy
1181,1995,Action
1183,1996,Drama|Romance|War
1184,1991,Comedy|War
1185,1989,Drama
1186,1989,Drama
1187,1992,Drama
1188,1992,Comedy|Romance
1189,1988,Documentary
1190,1990,Drama
1191,1991,Documentary
1192,1990,Documentary
1193,1975,Drama
1194,1978,Comedy
1196,1980,Action|Adventure|Drama|Sci-Fi|War
1197,1987,Action|Adventure|Comedy|Romance
1198,1981,Action|Adventure
1199,1985,Sci-Fi
1200,1986,Action|Sci-Fi|Thriller|War
1201,1966,Action|Western
1202,1987,Comedy
1203,1957,Drama
1204,1962,Adventure|War
1205,1986,Action|Animation|Children's|Sci-Fi|Thriller|War
1206,1971,Sci-Fi
1207,1962,Drama
1208,1979,Drama|War
1209,1969,Western
1210,1983,Action|Adventure|Romance|Sci-Fi|War
1211,1987,Comedy|Drama|Romance
1212,1949,Mystery|Thriller
1213,1990,Crime|Drama
1214,1979,Action|Horror|Sci-Fi|Thriller
1215,1993,Action|Adventure|Comedy|Horror|Sci-Fi
1216,1988,Adventure|Romance
1217,1985,Drama|War
1218,1989,Action|Thriller
1219,1960,Horror|Thriller
1220,1980,Action|Comedy|Musical
1221,1974,Action|Crime|Drama
1222,1987,Action|Drama|War
1223,1992,Animation|Comedy
1224,1989,Drama|War
1225,1984,Drama
1226,1952,Comedy|Romance
1227,1984,Crime|Drama|Thriller
1228,1980,Drama
1230,1977,Comedy|Romance
1231,1983,Drama
1232,1979,Mystery|Sci-Fi
1233,1981,Action|Drama|War
1234,1973,Comedy|Crime
1235,1971,Comedy
1236,1990,Comedy|Drama
1237,1957,Drama
1238,1983,Comedy
1240,1984,Action|Sci-Fi|Thriller
1241,1992,Comedy|Horror
1242,1989,Action|Drama|War
1243,1990,Comedy|Drama
1244,1979,Comedy|Drama|Romance
1245,1990,Drama
1246,1989,Drama
1247,1967,Drama|Romance
1248,1958,Crime|Film-Noir|Thriller
1249,1990,Thriller
1250,1957,Drama|War
1251,1963,Drama
1252,1974,Film-Noir|Mystery|Thriller
1253,1951,Drama|Sci-Fi
1254,1948,Adventure
1255,1987,Comedy|Horror
1256,1933,Comedy|War
1257,1985,Comedy
1258,1980,Horror
1259,1986,Adventure|Comedy|Drama
1260,1931,Crime|Film-Noir|Thriller
1261,1987,Action|Adventure|Comedy|Horror
1262,1963,Adventure|War
1263,1978,Drama|War
1264,1981,Action|Drama|Mystery|Romance|Thriller
1265,1993,Comedy|Romance
1266,1992,Western
1267,1962,Film-Noir|Thriller
1268,1990,Drama
1269,1944,Comedy|Mystery|Thriller
1270,1985,Comedy|Sci-Fi
1271,1991,Drama
1272,1970,Drama|War
1273,1986,Comedy|Drama
1274,1988,Adventure|Animation|Sci-Fi|Thriller
1275,1986,Action|Adventure
1276,1967,Comedy|Drama
1277,1990,Action|Drama|Romance
1278,1974,Comedy|Horror
1279,1991,Comedy|Drama
1280,1991,Drama
1281,1940,Comedy
1282,1940,Animation|Children's|Musical
1283,1952,Western
1284,1946,Film-Noir|Mystery
1285,1989,Comedy
1286,1980,Drama|Romance
1287,1959,Action|Adventure|Drama
1288,1984,Comedy|Drama|Musical
1289,1983,Documentary|War
1290,1987,Drama|Romance
1291,1989,Action|Adventure
1292,1979,Comedy
1293,1982,Drama
1294,1970,Comedy|War
1295,1988,Drama
1296,1986,Drama|Romance
1297,1985,Comedy
1298,1982,Drama|Musical|War
1299,1984,Drama|War
1300,1985,Drama
1301,1956,Sci-Fi
1302,1989,Drama
1303,1975,Adventure
1304,1969,Action|Comedy|Western
1305,1984,Drama
1306,1991,Drama|Sci-Fi
1307,1989,Comedy|Romance
1308,1995,Comedy
1309,1995,Drama|Romance
1310,1996,Documentary
1311,1996,Comedy
1312,1996,Drama
1313,1996,Crime
1314,1996,Romance
1315,1995,Documentary
1316,1996,Drama
1317,1996,Comedy
1318,1995,Comedy|Drama
1319,1993,Documentary
1320,1992,Action|Horror|Sci-Fi|Thriller
1321,1981,Horror
1322,1992,Horror
1323,1983,Horror
1324,1996,Horror
1325,1993,Horror
1326,1982,Horror
1327,1979,Horror
1328,1990,Horror
1329,1974,Horror
1330,1986,Comedy|Horror
1331,1977,Horror
1332,1987,Horror|Thriller
1333,1963,Horror
1334,1958,Horror|Sci-Fi
1335,1981,Action|Horror
1336,1991,Horror
1337,1945,Horror
1339,1992,Horror|Romance
1340,1935,Horror
1341,1976,Horror
1342,1992,Horror
1343,1991,Thriller
1344,1962,Film-Noir|Thriller
1345,1976,Horror
1346,1982,Horror
1347,1984,Horror
1348,1922,Horror
1349,1986,Horror
1350,1976,Horror
1351,1997,Drama
1352,1996,Crime|Thriller
1353,1996,Comedy|Romance
1354,1996,Drama
1355,1997,Horror|Thriller
1356,1996,Action|Adventure|Sci-Fi
1357,1996,Drama|Romance
1358,1996,Drama|Thriller
1359,1996,Adventure|Children's|Comedy
1360,1982,Drama
1361,1996,Documentary
1362,1970,Drama
1363,1996,Drama
1364,1995,Action
1365,1996,Drama
1366,1996,Drama
1367,1996,Children's|Comedy
1368,1950,Drama
1369,1994,Drama|Thriller
1370,1990,Action|Thriller
1371,1979,Action|Adventure|Sci-Fi
1372,1991,Action|Adventure|Sci-Fi
1373,1989,Action|Adventure|Sci-Fi
1374,1982,Action|Adventure|Sci-Fi
1375,1984,Action|Adventure|Sci-Fi
1376,1986,Action|Adventure|Sci-Fi
1377,1992,Action|Adventure|Comedy|Crime
1378,1988,Action|Comedy|Western
1379,1990,Action|Comedy|Western
1380,1978,Comedy|Musical|Romance
1381,1982,Comedy|Musical|Romance
1382,1990,Action|Drama
1383,1996,Action|Sci-Fi
1384,1996,Drama
1385,1992,Action
1386,1958,Western
1387,1975,Action|Horror
1388,1978,Action|Horror
1389,1983,Action|Horror
1390,1996,Comedy
1391,1996,Action|Comedy|Sci-Fi|War
1392,1996,Comedy|Drama
1393,1996,Drama|Romance
1394,1987,Comedy
1395,1987,Comedy|Drama
1396,1992,Crime|Drama|Sci-Fi
1397,1996,Drama
1398,1996,Romance|War
1399,1996,Drama
1400,1996,Drama
1401,1996,Drama
1404,1997,Crime|Drama
1405,1996,Animation|Comedy
1406,1995,Drama
1407,1996,Horror|Thriller
1408,1992,Action|Romance|War
1409,1996,Comedy|Romance
1410,1996,Comedy|Drama
1411,1996,Drama
1412,1996,Drama
1413,1996,Drama
1414,1996,Comedy
1415,1996,Crime|Drama|Romance
1416,1996,Drama|Musical
1417,1996,Drama
1419,1971,Drama
1420,1996,Documentary
1421,1995,Documentary
1422,1997,Mystery|Thriller
1423,1996,Drama
1424,1996,Action
1425,1997,Comedy
1426,1997,Children's
1427,1997,Thriller
1428,1995,Drama
1429,1996,Action
1430,1997,Thriller
1431,1997,Action|Comedy
1432,1997,Action
1433,1994,Comedy|Horror
1434,1994,Action
1436,1980,Comedy
1437,1993,Drama
1438,1997,Action|Thriller
1439,1997,Comedy
1440,1993,Comedy
1441,1993,Comedy|Romance
1442,1997,Drama
1443,1996,Documentary
1444,1994,Comedy
1445,1997,Comedy|War
1446,1996,Comedy
1447,1997,Crime
1448,1996,Documentary
1449,1996,Comedy
1450,1996,War
1453,1997,Comedy|Romance
1454,1997,Comedy
1455,1996,Comedy|Romance
1456,1997,Comedy
1457,1997,Comedy|Romance
1458,1997,Romance
1459,1997,Mystery|Thriller
1460,1997,Children's|Comedy|Mystery
1461,1997,Comedy
1462,1996,Documentary
1463,1997,Comedy|Romance
1464,1997,Mystery
1465,1997,Drama
1466,1997,Crime|Drama
1467,1996,Comedy|Drama
1468,1997,Comedy|Romance
1470,1997,Documentary
1471,1997,Drama
1472,1997,Crime|Thriller
1473,1997,Action|Comedy|Crime|Drama
1474,1997,Children's|Comedy
1475,1996,Romance
1476,1997,Comedy|Drama
1477,1997,Romance
1479,1997,Action|Romance|Thriller
1480,1997,Action|Drama|Thriller
1482,1996,Comedy|Drama
1483,1996,Drama|Thriller
1484,1996,Mystery
1485,1997,Comedy
1486,1996,Drama
1487,1997,Drama|Musical
1488,1997,Action|Drama|Thriller|War
1489,1997,Animation|Children's|Musical
1490,1997,Comedy
1493,1996,Romance
1494,1997,Comedy
1495,1997,Action|Adventure|Children's
1496,1997,Drama|Romance
1497,1997,Action
1498,1997,Drama|Romance
1499,1997,Action|Adventure|Thriller
1500,1997,Comedy|Crime
1501,1997,Crime
1502,1996,Romance
1503,1997,Comedy
1504,1996,Drama
1507,1997,Drama|War
1508,1997,Drama
1509,1997,Drama
1510,1997,Drama
1511,1996,Comedy
1513,1997,Comedy
1514,1996,Romance
1515,1997,Drama|Thriller
1516,1996,Comedy
1517,1997,Comedy
1518,1997,Action|Thriller
1519,1996,Drama
1520,1997,Romance
1522,1996,Drama
1523,1997,Action|Crime|Romance
1524,1992,Drama
1525,1997,Action|Adventure|Children's|Fantasy
1526,1997,Comedy
1527,1997,Action|Sci-Fi
1528,1996,Comedy
1529,1997,Drama
1531,1996,Drama
1532,1997,Comedy
1533,1996,Drama
1534,1965,Drama
1535,1997,Drama|Romance
1537,1996,Comedy
1538,1997,Adventure|Children's
1539,1997,Comedy|Crime
1541,1997,Comedy|Romance
1542,1996,Comedy|Drama|Romance
1543,1997,Drama
1544,1997,Action|Adventure|Sci-Fi|Thriller
1545,1996,Drama
1546,1996,Comedy
1547,1997,Children's|Drama
1548,1996,Drama
1549,1995,Drama|Romance
1550,1997,Comedy|Romance
1551,1997,Adventure|Children's|Drama
1552,1997,Action|Adventure|Thriller
1553,1996,Comedy
1554,1995,Drama|Romance
1555,1995,Drama
1556,1997,Action|Romance|Thriller
1557,1996,Drama
1558,1996,Comedy
1559,1995,Drama
1561,1996,Comedy
1562,1997,Action|Adventure|Crime
1563,1997,Drama
1564,1997,Comedy|Romance
1565,1996,Comedy|Thriller
1566,1997,Adventure|Animation|Children's|Comedy|Musical
1567,1997,Drama
1568,1996,Crime|Drama|Mystery
1569,1997,Comedy|Romance
1570,1992,Sci-Fi
1571,1996,Comedy|Romance
1572,1963,Drama
1573,1997,Action|Sci-Fi|Thriller
1574,1997,Romance
1575,1996,Drama
1577,1996,Drama
1578,1995,Crime
1579,1996,Drama
1580,1997,Action|Adventure|Comedy|Sci-Fi
1581,1997,Comedy
1582,1997,Adventure|Children's
1583,1997,Children's|Fantasy
1584,1997,Drama|Sci-Fi
1585,1996,Comedy
1586,1997,Action|Drama|War
1587,1982,Action|Adventure
1588,1997,Children's|Comedy
1589,1997,Crime|Drama|Mystery
1590,1997,Action|Mystery|Sci-Fi|Thriller
1591,1997,Action|Adventure|Sci-Fi|Thriller
1592,1997,Children's|Comedy
1593,1997,Comedy|Romance
1594,1997,Drama
1595,1997,Adventure|Children's|Drama
1596,1997,Drama
1597,1997,Action|Mystery|Romance|Thriller
1598,1998,Crime|Drama|Thriller
1599,1997,Action
1600,1997,Drama|Romance
1601,1997,Crime|Drama|Film-Noir
1602,1997,Comedy
1603,1997,Sci-Fi|Thriller
1604,1997,Action|Comedy
1605,1997,Adventure|Romance
1606,1997,Action|Adventure
1608,1997,Action|Thriller
1609,1997,Drama
1610,1990,Action|Thriller
1611,1991,Drama
1612,1997,Comedy
1613,1997,Drama
1614,1997,Comedy
1615,1997,Adventure|Thriller
1616,1997,Action|Thriller|War
1617,1997,Crime|Film-Noir|Mystery|Thriller
1619,1997,Drama|War
1620,1997,Crime|Drama|Thriller
1621,1997,Drama
1622,1997,Comedy|Drama
1623,1997,Horror
1624,1997,Drama
1625,1997,Mystery|Thriller
1626,1997,Action|Drama|Thriller
1627,1997,Action|Crime|Mystery
1628,1997,Drama
1629,1997,Comedy|Romance
1630,1997,Comedy|Drama
1631,1997,Thriller
1632,1997,Comedy|Romance
1633,1997,Drama
1635,1997,Drama
1636,1997,Action|Thriller
1639,1997,Drama|Romance
1640,1997,Comedy
1641,1997,Comedy
1642,1996,Comedy|Drama
1643,1997,Drama|Romance
1644,1997,Horror|Mystery|Thriller
1645,1997,Crime|Horror|Mystery|Thriller
1646,1997,Comedy
1647,1997,Crime|Thriller
1648,1997,Comedy|Drama|Thriller
1649,1997,Documentary
1650,1997,Drama
1651,1997,Drama
1652,1997,Documentary
1653,1997,Drama|Sci-Fi|Thriller
1654,1997,Children's|Drama|Fantasy
1655,1998,Horror
1656,1997,Romance
1657,1997,Documentary
1658,1997,Romance|Thriller
1659,1998,Drama
1660,1997,Drama
1661,1997,Thriller
1662,1997,Crime
1663,1981,Comedy
1664,1996,Drama
1665,1997,Comedy
1666,1997,Romance
1667,1997,Action|Drama
1668,1997,Drama
1669,1997,Romance
1670,1997,Drama|War
1671,1997,Crime
1672,1997,Drama
1673,1997,Drama
1674,1985,Drama|Romance|Thriller
1675,1997,Crime|Thriller
1676,1997,Action|Adventure|Sci-Fi|War
1677,1997,Comedy
1678,1993,Drama
1679,1998,Comedy
1680,1998,Drama|Romance
1681,1997,Action|Adventure
1682,1998,Drama
1683,1997,Drama|Romance|Thriller
1684,1997,Romance
1685,1996,Romance
1686,1997,Crime|Thriller
1687,1997,Action|Thriller
1688,1997,Animation|Children's|Musical
1689,1997,Comedy|Mystery
1690,1997,Action|Horror|Sci-Fi
1692,1995,Horror|Sci-Fi
1693,1997,Drama
1694,1997,Drama
1695,1997,Drama
1696,1997,Drama|War
1697,1994,Crime
1698,1997,Comedy
1699,1998,Drama
1701,1997,Comedy|Drama
1702,1997,Children's|Comedy|Fantasy
1703,1997,Comedy
1704,1997,Drama
1705,1996,Drama
1706,1996,Drama
1707,1997,Children's|Comedy
1708,1997,Drama
1709,1997,Thriller
1710,1996,Drama
1711,1997,Comedy|Crime|Drama|Mystery
1713,1997,Children's|Comedy
1714,1996,Romance
1715,1997,Thriller
1716,1997,Drama
1717,1997,Horror|Thriller
1718,1997,Thriller
1719,1997,Drama
1720,1995,Action|Adventure|Sci-Fi
1721,1997,Drama|Romance
1722,1997,Action|Romance|Thriller
1723,1996,Comedy|Drama
1724,1996,Drama
1725,1997,Drama
1726,1997,Drama
1727,1998,Drama
1728,1997,Drama
1729,1997,Crime|Drama
1730,1997,Drama
1731,1997,Comedy
1732,1998,Comedy|Crime|Mystery|Thriller
1733,1997,Drama|Romance
1734,1997,Comedy|Drama
1735,1998,Drama|Romance
1738,1998,Comedy
1739,1998,Action|Children's
1740,1998,Action|Drama
1741,1995,Drama
1742,1998,Crime
1743,1996,Documentary
1744,1998,Action|Adventure|Thriller
1746,1998,Comedy
1747,1997,Comedy|Drama
1748,1998,Film-Noir|Sci-Fi|Thriller
1749,1996,Romance
1750,1997,Adventure|Children's|Fantasy|Sci-Fi
1752,1998,Action|Thriller
1753,1998,Comedy
1754,1998,Action|Mystery|Thriller
1755,1997,Romance
1756,1998,Horror
1757,1995,Drama
1758,1998,Drama
1759,1997,Drama
1760,1997,Comedy|Musical
1762,1998,Action|Horror|Sci-Fi
1764,1998,Comedy|Thriller
1765,1998,Crime|Drama
1767,1998,Drama|Romance
1768,1997,Drama
1769,1998,Action|Thriller
1770,1998,Romance|Thriller
1771,1997,Horror
1772,1998,Action|Comedy|Musical
1773,1995,Action|Drama
1774,1998,Comedy|Drama
1776,1998,Drama
1777,1998,Comedy|Romance
1779,1998,Adventure|Sci-Fi|Thriller
1780,1997,Documentary
1781,1996,Drama
1782,1998,Comedy|Romance
1783,1998,Film-Noir|Mystery|Thriller
1784,1997,Comedy|Drama
1785,1990,Action|Crime
1787,1998,Documentary
1788,1997,Action|Drama
1789,1995,Drama
1791,1998,Crime|Drama
1792,1998,Action|Thriller
1793,1997,Comedy
1794,1997,Comedy|Drama
1795,1995,Drama
1796,1998,Action|Drama
1797,1998,Documentary
1798,1998,Thriller
1799,1997,Crime|Drama
1801,1998,Action|Drama|Romance
1804,1998,Crime|Drama
1805,1998,Crime|Drama|Mystery|Thriller
1806,1998,Adventure|Children's|Comedy
1807,1998,Drama
1809,1997,Comedy|Crime|Drama
1810,1998,Drama
1811,1997,Drama
1812,1998,Children's|Comedy|Drama
1814,1998,Drama
1815,1997,Drama
1816,1997,Comedy|Drama
1817,1998,Comedy|Drama|Romance
1819,1997,Drama
1820,1998,Drama
1821,1998,Comedy|Romance
1822,1998,Children's|Comedy
1824,1998,Comedy|Thriller
1825,1998,Action|Drama
1826,1998,Adventure|Children's
1827,1997,Comedy|Documentary
1829,1997,Drama|Romance
1830,1998,Comedy
1831,1998,Action|Sci-Fi|Thriller
1832,1997,Action|Drama
1833,1998,Action|Drama|Thriller
1834,1997,Drama|Thriller
1835,1998,Romance
1836,1998,Drama
1837,1998,Comedy
1839,1998,Comedy
1840,1998,Drama
1841,1998,Drama|Thriller
1842,1996,Crime|Drama
1843,1998,Children's|Comedy
1844,1997,Drama
1845,1998,Comedy|Thriller
1846,1997,Drama
1847,1996,Drama|Thriller
1848,1997,Adventure|Children's|Comedy|Fantasy
1849,1997,Adventure
1850,1998,Drama|Romance
1851,1997,Drama|Romance
1852,1998,Drama|Thriller
1853,1997,Comedy
1854,1998,Comedy|Romance
1855,1998,Comedy
1856,1998,Documentary|Musical
1857,1997,Comedy
1858,1997,Action|Comedy
1859,1997,Drama
1860,1997,Drama
1861,1997,Comedy|Thriller
1862,1998,Horror|Sci-Fi
1863,1998,Comedy
1864,1998,Comedy
1865,1998,Documentary
1866,1998,Action|Comedy
1867,1998,Action|Adventure
1868,1996,Drama|War
1869,1998,Action|Thriller
1870,1998,Comedy|Drama
1871,1997,Comedy|Drama
1872,1995,Drama
1873,1998,Drama
1874,1997,Comedy|Romance
1875,1997,Comedy
1876,1998,Action|Drama|Sci-Fi|Thriller
1877,1998,Drama
1878,1998,Comedy|Romance
1879,1997,Drama
1880,1997,Drama
1881,1998,Adventure|Animation|Children's|Fantasy
1882,1998,Action|Sci-Fi
1883,1998,Comedy
1884,1998,Comedy|Drama
1885,1998,Comedy|Drama
1886,1998,Comedy
1887,1998,Adventure|Comedy
1888,1998,Comedy|Drama|Romance
1889,1997,Thriller
1890,1997,Drama
1891,1997,Horror|Thriller
1892,1998,Mystery|Thriller
1893,1996,Drama
1894,1998,Adventure|Comedy|Romance
1895,1998,Comedy|Drama|Romance
1896,1998,Comedy
1897,1998,Drama|Romance
1898,1998,Drama|War
1899,1998,Adventure|Drama
1900,1997,Drama
1901,1997,Documentary
1902,1996,Drama|Romance
1903,1997,Comedy
1904,1997,Comedy|Drama
1905,1997,Drama
1906,1997,Comedy|Romance
1907,1998,Animation|Children's
1908,1998,Drama|Thriller
1909,1998,Mystery|Sci-Fi|Thriller
1910,1997,Action|Comedy|Crime
1911,1998,Comedy
1912,1998,Action|Crime|Romance
1913,1975,Drama|Mystery
1914,1998,Comedy|Drama
1915,1997,Drama
1916,1998,Action|Comedy|Drama
1917,1998,Action|Adventure|Sci-Fi|Thriller
1918,1998,Action|Comedy|Crime|Drama
1919,1998,Children's|Comedy
1920,1998,Animation|Children's|Fantasy|War
1921,1998,Sci-Fi|Thriller
1922,1998,Drama
1923,1998,Comedy
1924,1958,Horror|Sci-Fi
1925,1927,Drama|Romance|War
1926,1929,Musical
1927,1930,War
1928,1931,Western
1929,1932,Drama
1930,1933,Drama
1931,1935,Adventure
1932,1936,Musical
1933,1937,Drama
1934,1938,Comedy
1935,1941,Drama
1936,1942,Drama|War
1937,1944,Comedy
1938,1945,Drama
1939,1946,Drama|War
1940,1947,Drama
1941,1948,Drama
1942,1949,Drama
1943,1952,Drama
1944,1953,Drama|Romance|War
1945,1954,Crime|Drama
1946,1955,Drama|Romance
1947,1961,Musical|Romance
1948,1963,Comedy
1949,1966,Drama
1950,1967,Drama|Mystery
1951,1968,Musical
1952,1969,Drama
1953,1971,Action|Crime|Drama|Thriller
1954,1976,Action|Drama
1955,1979,Drama
1956,1980,Drama
1957,1981,Drama
1958,1983,Comedy|Drama
1959,1985,Drama|Romance
1960,1987,Drama|War
1961,1988,Drama
1962,1989,Drama
1963,1969,Comedy
1964,1971,Drama|Mystery
1965,1984,Comedy|Sci-Fi
1966,1990,Comedy
1967,1986,Adventure|Children's|Fantasy
1968,1985,Comedy|Drama
1969,1985,Horror
1970,1987,Horror
1971,1988,Horror
1972,1989,Horror
1973,1991,Horror
1974,1980,Horror
1975,1981,Horror
1976,1982,Horror
1977,1984,Horror
1978,1985,Horror
1979,1986,Horror
1980,1988,Horror
1981,1989,Horror
1982,1978,Horror
1983,1981,Horror
1984,1983,Horror
1985,1988,Horror
1986,1989,Horror
1987,1980,Horror
1988,1987,Horror
1989,1989,Horror
1990,1992,Horror
1991,1988,Horror
1992,1990,Horror
1993,1992,Horror
1994,1982,Horror|Thriller
1995,1986,Horror|Thriller
1996,1988,Horror|Thriller
1997,1973,Horror
1998,1977,Horror
1999,1990,Horror
2000,1987,Action|Comedy|Crime|Drama
2001,1989,Action|Comedy|Crime|Drama
2002,1992,Action|Comedy|Crime|Drama
2003,1984,Comedy|Horror
2004,1990,Comedy|Horror
2005,1985,Adventure|Children's|Fantasy
2006,1998,Action|Adventure|Romance
2007,1998,Comedy
2008,1996,Crime|Drama|Film-Noir
2009,1973,Sci-Fi|Thriller
2010,1926,Sci-Fi
2011,1989,Comedy|Sci-Fi
2012,1990,Comedy|Sci-Fi|Western
2013,1972,Action|Adventure
2014,1977,Children's|Comedy
2015,1961,Children's|Comedy|Fantasy
2016,1979,Children's|Comedy|Western
2017,1961,Children's|Fantasy|Musical
2018,1942,Animation|Children's
2019,1954,Action|Drama
2020,1988,Drama|Romance
2021,1984,Fantasy|Sci-Fi
2022,1988,Drama
2023,1990,Action|Crime|Drama
2024,1991,Drama|Mystery
2025,1997,Drama|Romance
2026,1998,Horror|Thriller
2027,1998,Comedy|Crime
2028,1998,Action|Drama|War
2029,1997,Comedy|Romance
2030,1997,Drama
2031,1971,Children's|Comedy
2032,1971,Children's|Comedy
2033,1985,Animation|Children's
2034,1979,Sci-Fi
2035,1968,Children's|Comedy
2036,1994,Children's|Comedy
2037,1977,Adventure|Children's|Comedy
2038,1978,Children's|Comedy|Sci-Fi
2039,1989,Adventure|Children's
2040,1970,Children's|Comedy
2041,1981,Action|Adventure|Children's|Comedy
2042,1994,Children's|Comedy
2043,1959,Adventure|Children's|Fantasy
2044,1981,Comedy
2045,1993,Adventure|Children's|Drama|Romance
2046,1986,Adventure|Children's|Sci-Fi
2047,1967,Children's
2048,1986,Animation|Children's
2049,1967,Comedy|Musical
2050,1980,Adventure|Children's|Comedy
2051,1977,Adventure|Children's|Comedy
2052,1993,Children's|Comedy
2053,1992,Children's|Comedy|Sci-Fi
2054,1989,Adventure|Children's|Comedy|Fantasy|Sci-Fi
2055,1978,Comedy|Western
2056,1962,Adventure|Children's
2057,1963,Adventure|Children's
2058,1998,Action|Thriller
2059,1998,Children's|Drama
2060,1998,Comedy
2061,1997,Documentary
2062,1998,Drama|Romance
2063,1997,Drama|Romance
2064,1989,Comedy|Documentary
2065,1985,Comedy|Drama|Romance
2066,1947,Film-Noir
2067,1965,Drama|Romance|War
2068,1982,Drama
2069,1985,Drama
2070,1983,Drama
2071,1993,Drama
2072,1989,Comedy
2073,1985,Comedy
2074,1974,Drama
2075,1981,Drama|War
2076,1986,Drama|Mystery
2077,1985,Adventure|Children's
2078,1967,Animation|Children's|Comedy|Musical
2079,1960,Children's|Drama
2080,1955,Animation|Children's|Comedy|Musical|Romance
2081,1989,Animation|Children's|Comedy|Musical|Romance
2082,1992,Children's|Comedy
2083,1992,Children's|Musical
2084,1992,Children's|Musical
2085,1961,Animation|Children's
2086,1985,Drama|Fantasy
2087,1953,Animation|Children's|Fantasy|Musical
2088,1980,Adventure|Comedy|Musical
2089,1990,Animation|Children's
2090,1977,Animation|Children's
2091,1978,Children's|Sci-Fi
2092,1993,Animation|Children's|Musical
2093,1985,Adventure|Children's|Fantasy|Sci-Fi
2094,1991,Action|Adventure|Sci-Fi
2095,1976,Children's|Comedy
2096,1959,Animation|Children's|Musical
2097,1983,Children's|Horror
2098,1963,Children's|Comedy
2099,1946,Adventure|Animation|Children's|Musical
2100,1984,Comedy|Fantasy|Romance
2101,1994,Adventure|Drama
2102,1940,Animation|Children's|Comedy|Musical
2103,1994,Adventure|Children's
2104,1982,Drama
2105,1982,Action|Adventure|Fantasy|Sci-Fi
2106,1993,Drama|War
2107,1998,Horror|Thriller
2108,1991,Comedy|Romance
2109,1979,Comedy
2110,1982,Comedy|Crime|Thriller
2111,1983,Comedy
2112,1991,Crime|Drama
2113,1990,Horror|Thriller
2114,1983,Drama
2115,1984,Action|Adventure
2116,1978,Adventure|Animation|Children's|Sci-Fi
2117,1984,Drama|Sci-Fi
2118,1983,Horror|Thriller
2119,1986,Horror
2120,1993,Drama|Horror
2121,1983,Horror|Thriller
2122,1984,Horror|Thriller
2123,1989,Animation|Children's
2124,1991,Comedy
2125,1998,Drama|Romance
2126,1998,Action|Crime|Mystery|Thriller
2127,1997,Drama|Romance
2128,1998,Comedy
2129,1997,Documentary
2130,1980,Crime|Drama|Romance
2131,1978,Drama
2132,1966,Drama
2133,1987,Adventure|Comedy
2134,1985,Comedy
2135,1967,Adventure|Musical
2136,1963,Comedy
2137,1973,Animation|Children's
2138,1978,Animation|Children's|Drama|Fantasy
2139,1982,Animation|Children's
2140,1982,Children's|Fantasy|Sci-Fi
2141,1986,Animation|Children's|Comedy
2142,1991,Animation|Children's|Comedy
2143,1985,Adventure|Fantasy|Romance
2144,1984,Comedy
2145,1986,Comedy|Drama|Romance
2146,1985,Drama|Romance
2147,1986,Drama
2148,1986,Comedy|Horror
2149,1987,Comedy|Horror
2150,1980,Comedy
2151,1989,Comedy
2152,1998,Children's|Comedy
2153,1998,Action|Adventure
2154,1998,Drama|Romance
2155,1998,Comedy
2156,1997,Comedy|Drama
2157,1998,Romance
2158,1996,Crime|Horror
2159,1990,Crime|Horror
2160,1968,Horror|Thriller
2161,1984,Adventure|Children's|Fantasy
2162,1990,Adventure|Children's|Fantasy
2163,1980,Comedy|Horror
2164,1987,Drama
2165,1998,Drama
2166,1998,Drama|Romance
2167,1998,Action|Adventure|Horror
2168,1998,Drama|Romance
2169,1998,Comedy
2170,1998,Action|Comedy
2171,1998,Comedy|Drama|Romance
2172,1998,Comedy
2173,1988,Adventure|Fantasy|Sci-Fi
2174,1988,Comedy|Fantasy
2175,1997,Drama|Romance
2176,1948,Thriller
2177,1976,Comedy|Thriller
2178,1972,Thriller
2179,1969,Thriller
2180,1966,Thriller
2181,1964,Thriller
2182,1956,Drama|Film-Noir|Thriller
2183,1956,Thriller
2184,1955,Mystery|Thriller
2185,1953,Thriller
2186,1951,Film-Noir|Thriller
2187,1950,Mystery|Thriller
2188,1998,Drama
2189,1997,Animation
2190,1998,Drama
2191,1997,Comedy
2192,1997,Drama
2193,1988,Action|Adventure|Fantasy
2194,1987,Action|Crime|Drama
2195,1998,Comedy
2196,1998,Action
2197,1997,Drama
2198,1998,Documentary
2199,1998,Crime|Drama
2200,1949,Drama
2201,1947,Drama
